"","title_orig","price","retail_price","currency_buyer","units_sold","uses_ad_boosts","rating","rating_count","rating_five_count","rating_four_count","rating_three_count","rating_two_count","rating_one_count","badges_count","badge_local_product","badge_product_quality","badge_fast_shipping","tags","product_color","sizes","product_variation_inventory","countries_shipped_to","inventory_total","has_urgency_banner","urgency_text","origin_country","merchant_title","merchant_name","merchant_info_subtitle","merchant_rating_count","merchant_rating","merchant_id","product_url","product_picture","product_id","theme","crawl_month","image_tags"
"1454","Women Polka Dot Decorate Irregular  Elegant Slim Summer Dress ",6,6,"EUR",100,1,3.99,160,79,39,17,12,13,0,0,0,0,"Summer,dressforwomen,summer dress,halter dress,women dresses,chiffon dress,polka dot,Spaghetti Strap,Polkas,Elegant,Women's Fashion,Party Dress,boho dress,slim,Dress,Women","brown","XXS",5,38,50,NA,"","CN","ZhtdxyscdymdgcStore","zhtdxyscdymdgcstore","88 % avis positifs (8,776 notes)",8776,4.15303099361896,"5a018060448a526b450ddab8","https://www.wish.com/c/5c60e1b2a74fd43d1ebfe639","https://contestimg.wish.com/api/webimage/5c60e1b2a74fd43d1ebfe639-medium.jpg","5c60e1b2a74fd43d1ebfe639","summer","2020-08","null"
"1455","Summer Women's New Fashion Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses",9,34,"EUR",100,1,3.14,28,8,6,3,4,7,0,0,0,0,"Mini,Fashion,Summer,Tops,Loose,Polkas,V-neck,Casual,backless,polka dot,sleeveless,Dress,Women","blue","XS",50,40,50,NA,"","CN","RoseWiner","rosewiner","73 % avis positifs (1,472 notes)",1472,3.53464673913043,"56498ab42a6bdb4474afa47b","https://www.wish.com/c/5eb0db681c4b1c25486d2e7e","https://contestimg.wish.com/api/webimage/5eb0db681c4b1c25486d2e7e-medium.jpg","5eb0db681c4b1c25486d2e7e","summer","2020-08","null"
"1456","XS-XXXXL Fashion Summer Lady Skull Print Beauty Vest Halter Tank Top",5,48,"EUR",100,1,4.07,30,15,5,8,1,1,0,0,0,0,"Summer,Vest,Fashion,Tank,Beauty,skull,Halter,femalevest,Tops,punk,tank top,Print,sleeveless,Beach,womens vest","green","XS",50,45,50,1,"Quantité limitée !","CN","xiaohuagogogo","xiaohuagogogo","88 % avis positifs (43,876 notes)",43876,4.08977573160726,"57187da6f24dd9593ccc886a","https://www.wish.com/c/5e59fbad67b3390255c23751","https://contestimg.wish.com/api/webimage/5e59fbad67b3390255c23751-medium.jpg","5e59fbad67b3390255c23751","summer","2020-08","null"
"1457","Summer Vogue Sexy Lacework Stitching Plus Size Printed Causal Tank Tops 4 Colors Tops Sleeveless T-shirts",8,8,"EUR",10000,0,4.3,1858,1124,389,200,69,76,1,0,1,0,"Summer,Plus Size,Tank,Lace,printedtop,Tops,T Shirts,tank top,Women's Fashion,Fashion,printed,topsamptee,sexy,topsampblouse,Casual,sleeveless,vogue","blue","S",50,41,50,NA,"","CN","chenxiaoxiao123","chenxiaoxiao123d510cc6cbc6411e6889406a73363ddae","84 % avis positifs (19,879 notes)",19879,3.99471804416721,"5847df29728de666ef5b853b","https://www.wish.com/c/5b1e05d0c71f3d17c2e5d4df","https://contestimg.wish.com/api/webimage/5b1e05d0c71f3d17c2e5d4df-medium.jpg","5b1e05d0c71f3d17c2e5d4df","summer","2020-08","null"
"1458","NEW Fashion Spring Women Dress Polka Dot Mini Dress Sleeveless Summer Beach Dresses",8,59,"EUR",100,0,3.78,45,17,10,11,5,2,0,0,0,0,"Summer,Fashion,Mini,Spring,polka dot,summer dress,Polkas,short sleeves,Mini dress,Big size,sleeveless,Beach,Casual,Women","green","XS",5,41,50,NA,"","CN","Lzara","lzara","82 % avis positifs (58,154 notes)",58154,3.87135880592908,"55a641ddfa6d460ba65ce3b8","https://www.wish.com/c/5e40f1f893ca5f428e2471d3","https://contestimg.wish.com/api/webimage/5e40f1f893ca5f428e2471d3-medium.jpg","5e40f1f893ca5f428e2471d3","summer","2020-08","null"
"1459","Summer Women's Fashion New Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses",13,34,"EUR",100,0,3.74,54,23,14,5,4,8,0,0,0,0,"Summer,Fashion,Mini,Tops,Loose,Polkas,V-neck,Women's Fashion,backless,polka dot,Dress,sleeveless,Casual","yellow","XS",50,41,50,NA,"","CN","bujizhan","bujizhan","85 % avis positifs (4,080 notes)",4080,3.98799019607843,"584a7a381591451e4e3af3df","https://www.wish.com/c/5db021827fee081001a82fc0","https://contestimg.wish.com/api/webimage/5db021827fee081001a82fc0-medium.jpg","5db021827fee081001a82fc0","summer","2020-08","null"
"1460","Summer Women's Plus Size Knee-length Sling dress Sleeveless Casual Long Dress",11,47,"EUR",100,0,4.39,23,14,7,0,1,1,0,0,0,0,"Summer,Plus Size,long dress,Dress,Women's Fashion,Fashion,black,sleeveless,Casual,Women","green","XXXXL",50,40,50,1,"Quantité limitée !","CN","glambitiong","glambitiong","93% <U+0631><U+062F><U+0648><U+062F> <U+0641><U+0639><U+0644> <U+0625><U+064A><U+062C><U+0627><U+0628><U+064A><U+0629> (7,197 <U+062A><U+0635><U+0646><U+064A><U+0641><U+0627><U+062A>)",7197,4.36098374322634,"5700b51a0848f73d19d10cbb","https://www.wish.com/c/5df1ecfd5ae3500bbf3ba4d4","https://contestimg.wish.com/api/webimage/5df1ecfd5ae3500bbf3ba4d4-medium.jpg","5df1ecfd5ae3500bbf3ba4d4","summer","2020-08","null"
"1461","Women's Fashion Summer Sleeveless Belted Striped Wide Leg Jumpsuit Casual Loose Romper Plus Size",15,13,"EUR",5000,1,3.73,1072,467,220,163,73,149,0,0,0,0,"Summer,Plus Size,widelegjumpsuit,jumpsuitsampromper,Rompers,Round neck,Women's Fashion,Fashion,Stripes,jumpsuit,sleeveless,Striped,Wool,women Jumpsuit,Casual,Women","green","S",50,28,50,NA,"","CN","haitaotaomingdian","<U+6D77><U+6D9B><U+6D9B><U+540D><U+5E97>","(24,095 notes)",24095,3.81863457148786,"57ac6144abd6d018985e34a7","https://www.wish.com/c/5c21ca1898238d325ed92eca","https://contestimg.wish.com/api/webimage/5c21ca1898238d325ed92eca-medium.jpg","5c21ca1898238d325ed92eca","summer","2020-08","null"
"1462","New Vogue Women Summer Sofy Casual   Funny Printed Sleeveless Long T Shirts  Mini Dress  Plus Size",11,10,"EUR",100,1,4,29,17,2,6,1,3,0,0,0,0,"vesttop,Mini,sleeveless,Plus Size,Shirt,minidresselvendre,Summer,Dress,printedvest,tank top,Mini dress,Funny,Women's Fashion,sleevelesstshirt,printed,Casual T-Shirt,lotusprinted,vogue,Casual,longshirtsforwomen,Women","black","S",50,39,50,NA,"","CN","taishon","taishon","(24,564 notes)",24564,3.92887966129295,"5763e55cc6053f5e70522ad7","https://www.wish.com/c/5eaa52ee64c7a230fe403a64","https://contestimg.wish.com/api/webimage/5eaa52ee64c7a230fe403a64-medium.jpg","5eaa52ee64c7a230fe403a64","summer","2020-08","null"
"1464","Women's T-shirt 90's Letter Print Summer Cotton O-Neck Short Sleeve Funny Plus Size Tops",6,17,"EUR",5000,0,4.24,1650,969,344,182,72,83,1,0,1,0,"Summer,Plus Size,unisex clothing,Cotton T Shirt,letter print,Funny,Tops,short sleeves,T Shirts,Shorts,Print,Women's Fashion,Sleeve,Cotton","white","S",50,44,50,NA,"","CN","Sunshine754","sunshine754","88 % avis positifs (13,308 notes)",13308,4.15599639314698,"5911220e84aaef7ce5d732ef","https://www.wish.com/c/5ad99c58bd784c1ffb100601","https://contestimg.wish.com/api/webimage/5ad99c58bd784c1ffb100601-medium.jpg","5ad99c58bd784c1ffb100601","summer","2020-08","null"
"1465","New Fashion Women's Crop Tops Yes Daddy Letter Print Short Sleeve Slim Fit Short Tops Summer Casual Stretchy T Shirts",5.66,5,"EUR",1000,0,4.21,217,134,37,17,16,13,1,0,1,0,"shortshirt,Summer,Fashion,crop top,Elastic,letter print,Shirt,Tops,Slim Fit,short sleeves,Casual,Women's Fashion,Shorts,women t shirt,Sport Tops,Print,slim,Sleeve,T Shirts,summercroptop","black","XXL",50,35,50,1,"Quantité limitée !","CN","wisetqw","wisetqw","86 % avis positifs (9,857 notes)",9857,4.05397179669271,"5a9e3a01ccf0c80c2d372870","https://www.wish.com/c/5d01ea30388e1065461d8806","https://contestimg.wish.com/api/webimage/5d01ea30388e1065461d8806-medium.jpg","5d01ea30388e1065461d8806","summer","2020-08","null"
"1466","Women Casual Loose Linen Trousers Solid Color Sport Yoga Comfortable Women Pants",6,7,"EUR",10000,0,3.75,1238,537,264,187,91,159,0,0,0,0,"Panties,sport pants,skinny pants,Casual pants,pants,yoga pants,Women's Fashion,Long pants,trousersforwomen,trousers,Sports Pants,women trousers,Yoga,Sport,Casual,trouserswomen,Women","black","XS",50,31,50,1,"Quantité limitée !","CN","Grace Style Fashion Store","gracestylefashionstore","86 % avis positifs (5,993 notes)",5993,4.05523110295345,"5556c60071e86d19fe7590d4","https://www.wish.com/c/5cf608da188cc348c6d66b74","https://contestimg.wish.com/api/webimage/5cf608da188cc348c6d66b74-medium.jpg","5cf608da188cc348c6d66b74","summer","2020-08","null"
"1467","Summer Women Sexy White Embroidery Lace Crop Top Plus Size Clubwear Flare Sleeve Clothing",8,84,"EUR",50000,0,3.6,18463,7530,3351,3057,1736,2789,1,0,0,1,"white,uniquetop,Plus Size,crop top,Lace,Hollow-out,Summer,lace top,Tops,slashneck,flaresleeve,clubwear,Women's Fashion,Fashion,Embroidery,summer clothes for women,long sleeve shirt,sexy,Clothing,Sleeve,Women","other","S",50,36,50,1,"Quantité limitée !","CN","HOT DRESS","hotdress","(51,369 notes)",51369,3.96826880024918,"539937d634067e06707b1a8e","https://www.wish.com/c/58df3eb809730e54ddd932ca","https://contestimg.wish.com/api/webimage/58df3eb809730e54ddd932ca-medium.jpg","58df3eb809730e54ddd932ca","summer","2020-08","null"
"1468","New Women Fashion Tee Shirt 'Mama Needs Coffee' Mom Life Summer Female Funny Short Sleeve Shirt Casual Cotton Round Neck T-shirt Comfy Tank Top",7,9,"EUR",10000,1,4.19,1378,801,270,158,66,83,0,0,0,0,"Summer,Coffee,momshirt,summerfashiontop,topsamptshirt,short sleeves,tank top,Tops,Women's Fashion,Fashion,Tank,Casual,T Shirts,Necks,Funny,Cotton,Shorts,coffeetshirt,Shirt,Sleeve,graphic tee,mamatshirt,comfy,Round neck,Women,T-Shirt womens,women tank top,Short Sleeve T-Shirt,funnytee","green","S",10,43,50,1,"Quantité limitée !","CN","Cenic Beauty","cenicbeauty","87 % avis positifs (42,919 notes)",42919,4.10596705421841,"564d8a9ac0f55a1276cd96f8","https://www.wish.com/c/5cef3ca4dd762342f4a4df7a","https://contestimg.wish.com/api/webimage/5cef3ca4dd762342f4a4df7a-medium.jpg","5cef3ca4dd762342f4a4df7a","summer","2020-08","null"
"1469","Women Fashion Sexy Tie Dye Printed Two Piece Sets Summer Off Shoulder Crop Top + Shorts 2 Piece Set Loose Outfit Suits",14,50,"EUR",100,1,5,0,NA,NA,NA,NA,NA,0,0,0,0,"Summer,Plus Size,crop top,2pieceset,Tops,Shorts,Women's Fashion,twopieceoutfit,off shoulder,printed,Tie Dye,Dyes,sexy,shortsforwomen,Outfits,Fashion,Women Fashion,Women","blue","S",8,43,50,NA,"","CN","Cuiior","cuiior","82 % avis positifs (22,711 notes)",22711,3.87204438377879,"55cc4e1d845591103477a561","https://www.wish.com/c/5ec35e48c2112616231ab3f4","https://contestimg.wish.com/api/webimage/5ec35e48c2112616231ab3f4-medium.jpg","5ec35e48c2112616231ab3f4","summer","2020-08","null"
"1471","Women  Loose Casual Pure Color Plus Size Vest Sleeveless Summer Sleeveless Dress",8,7,"EUR",1000,0,4.05,152,76,39,18,6,13,0,0,0,0,"Summer,Vest,Plus Size,Shirt,Pure Color,Loose,Casual,Women's Fashion,Sleeveless dress,sleeveless,Dress,Women","white","XS",50,24,50,NA,"","CN","congxiaolong","congxiaolong","82 % avis positifs (466 notes)",466,3.89270386266094,"57a1ac972b6fb2282425b585","https://www.wish.com/c/5c9b2487b14bfa32ed7eb029","https://contestimg.wish.com/api/webimage/5c9b2487b14bfa32ed7eb029-medium.jpg","5c9b2487b14bfa32ed7eb029","summer","2020-08","null"
"1472","Women's Summer Short Sleeve Dress Pure Color Dress Tunic Dress for Women",9,8,"EUR",10000,0,4.03,3024,1491,717,430,178,208,0,0,0,0,"Summer,short sleeve dress,tunic,Sleeve,theweststyle,sleeve dress,Pure Color,tunicsforwomen,fashiontunicdres,short sleeves,Cotton Dress,Tunic dress,Shorts,Elegant Dress,Dress,summer dresses,Women,Women's Fashion,short skirt,casual dress","white","M",50,38,50,1,"Quantité limitée !","CN","yuzk","yuzk","(4,295 notes)",4295,4.20861466821886,"598040ea0ec30f7f43a3cc35","https://www.wish.com/c/5b20b718a2a83e2ca6e9ac7e","https://contestimg.wish.com/api/webimage/5b20b718a2a83e2ca6e9ac7e-medium.jpg","5b20b718a2a83e2ca6e9ac7e","summer","2020-08","null"
"1473","6 Colors Women Fashion Summer Tank Tops Casual T-shirt Graphic Tee Blouse IN A WORLD WHERE YOU CAN BE ANYTHING BE KIND Letter Print Top Faith T Shirts Summer Short Sleeve T Shirts Spread Kindness Teacher Gift ",7,22,"EUR",100,0,4.46,52,35,9,5,3,0,0,0,0,0,"Summer,faithtshirt,letter print,summer t-shirts,short sleeves,T Shirts,Fashion,topsamptshirt,christianshirt,Women Fashion,Women,blouse,Shorts,Tank,Shirt,Sleeve,Tops,Gifts,Casual,kindne,Print,Women's Fashion","gray","M",50,51,50,NA,"","US","bethaz19","bethaz19","90 % avis positifs (2,199 notes)",2199,4.23647112323784,"583e3e7a5022c71b82d1b18c","https://www.wish.com/c/5caed93ee8567b275e1ca8d8","https://contestimg.wish.com/api/webimage/5caed93ee8567b275e1ca8d8-medium.jpg","5caed93ee8567b275e1ca8d8","summer","2020-08","null"
"1474","Women Fashion Boho Color Head Scarf Quick Dry Sport Sweat-absorbent Turban Stretchy Headband Summer Workout Yoga Headband Stretchy Head Scarf Fashion Accessories",5,9,"EUR",100,1,4.67,6,5,0,1,0,0,0,0,0,0,"Summer,Head,Head Bands,Yoga,boho,Elastic,Fashion Accessories,sweatabsorbent,turbanheadband,hair,Hair Band,Running,Fashion,Exercise & Fitness,Sport,Women's Fashion,scarf,Women","other","ONE SIZE",50,140,50,NA,"","CN","HAODUOYI China-made quality","haoduoyichinamadequality","95 % avis positifs (2,805 notes)",2805,4.48663101604278,"55837e8030c8403f7c8044b9","https://www.wish.com/c/5ed34320dd296c304cb25970","https://contestimg.wish.com/api/webimage/5ed34320dd296c304cb25970-medium.jpg","5ed34320dd296c304cb25970","summer","2020-08","null"
"1476","Women's Fashion Fitness Vest Ladies Solid Tank Top Female Crop Top Sleeveless Waistcoat Summer Women Tops Sexy Sport Running Vests",3.81,59,"EUR",5000,0,3.74,1444,591,308,275,115,155,0,0,0,0,"Summer,Vest,Fashion,Waist Coat,Fitness,Tank,Tops,sportvest,tank top,fitnessvest,Running,Ladies,Women's Fashion,Sport,sexy,solid color,crop top,women top,summer tops,sleeveless,Women","red","S",50,41,50,NA,"","CN","leiston","leiston","84 % avis positifs (139,223 notes)",139223,3.93358137664035,"5708773c3c02161b3f8c7900","https://www.wish.com/c/5b3f3a9205dff81785dba8e6","https://contestimg.wish.com/api/webimage/5b3f3a9205dff81785dba8e6-medium.jpg","5b3f3a9205dff81785dba8e6","summer","2020-08","null"
"1477","Women's Fashion Summer Casual Loose Butterfly Print Vest Plus Size",4.93,5,"EUR",1000,1,3.36,83,28,13,17,11,14,0,0,0,0,"butterfly,Summer,Vest,Plus Size,Tops,Loose,camissole,Round neck,Women's Fashion,Printing,Print,sleeveless,Fashion,Casual,Women Fashion","pink","S",50,45,50,NA,"","CN","Sangboo Store","sangboostore","(10,600 notes)",10600,3.86754716981132,"582833faea77701b456c786a","https://www.wish.com/c/5e9189606123795b1d5b60ab","https://contestimg.wish.com/api/webimage/5e9189606123795b1d5b60ab-medium.jpg","5e9189606123795b1d5b60ab","summer","2020-08","null"
"1478","2019 Summer New Women Fashion “ Let It ~“ Bee ’’Printed Casual Round Neck Graphic Tee Cute Short Sleeve Cotton T-shirts",11,10,"EUR",10000,1,4.05,1479,754,329,219,73,104,0,0,0,0,"Summer,Shorts,Cotton,Cotton T Shirt,letter print,cute,teeshirthomme,short sleeves,animalprotectiontshirt,Round neck,Women's Fashion,Fashion,printed,topsamptee,Casual,beetshirt,Women,Sleeve,T Shirts,Necks","black","M",50,45,50,NA,"","CN","yubenqiang","yubenqiang","83 % avis positifs (5,816 notes)",5816,3.93638239339752,"58330d7def56284f7634e5e5","https://www.wish.com/c/5cedf93ac0baab7389f4ccd7","https://contestimg.wish.com/api/webimage/5cedf93ac0baab7389f4ccd7-medium.jpg","5cedf93ac0baab7389f4ccd7","summer","2020-08","null"
"1479","Summer Short Sleeve Floral Print Tunic Long Dress Women Irregular Vestidos",6,6,"EUR",1000,1,3.68,895,356,198,157,70,114,0,0,0,0,"Summer,dressesforwomen,tunic,Sleeve,long dress,robefemme,Dress,summer dress,Print,short sleeves,Dresses,Women's Fashion,Shorts,vestido,Floral,Floral print,Women","black","XXS",5,39,50,1,"Quantité limitée !","CN","SZLCGC777","szlcgc777","85 % avis positifs (25,260 notes)",25260,3.99560570071259,"556d0dc2c00cd721cce30dd1","https://www.wish.com/c/5abb1309dc0c285e4eb675a8","https://contestimg.wish.com/api/webimage/5abb1309dc0c285e4eb675a8-medium.jpg","5abb1309dc0c285e4eb675a8","summer","2020-08","null"
"1480","Summer fashion female butterfly tank vest sleeveless round neck casual top",7,33,"EUR",50,0,3,2,0,1,0,1,0,0,0,0,0,"butterfly,Mini,Vest,Fashion,Tank,Necks,Summer,womemstop,Tops,tank top,Round neck,#top #crop,tankvest,sleeveless,Casual","blue","S",50,41,50,1,"Quantité limitée !","CN","owiner","owiner","85 % avis positifs (25,222 notes)",25222,4.00154626913012,"566a47bfe9fa8a31b3ef5141","https://www.wish.com/c/5eb4dd169263020a42be1a88","https://contestimg.wish.com/api/webimage/5eb4dd169263020a42be1a88-medium.jpg","5eb4dd169263020a42be1a88","summer","2020-08","null"
"1481","Women Summer Casual Loose Sling Dress V-neck Backless Dress Sleeveless Pockets Solid Color Maxi Dress",16,14,"EUR",5000,1,3.34,687,251,106,108,70,152,0,0,0,0,"Sleeveless dress,Plus Size,Summer,long dress,Dress,summer dress,Maxi Dresses,Casual,Women's Fashion,Party Dress,Sexy Dress,maxi dress,loose dress,sleeveless","orange","S",20,26,50,NA,"","US","silveres_9","silveres_9","(2,363 notes)",2363,3.8535759627592,"5963882dd9b42511248ca27d","https://www.wish.com/c/5de0bdcce07f9e75fdfc8da1","https://contestimg.wish.com/api/webimage/5de0bdcce07f9e75fdfc8da1-medium.jpg","5de0bdcce07f9e75fdfc8da1","summer","2020-08","null"
"1482","Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Sexy Dress",8,68,"EUR",8,0,5,0,NA,NA,NA,NA,NA,0,0,0,0,"Mini,summer dress,Floral print,Summer,womensfahsion,Spaghetti,Dress,floralprinteddres,Print,minidressforwomen,Mini dress,spaghettishoulderstrapdres,Women's Fashion,spaghettistrapdresse,Sexy Dress,Floral,sexy,Fashion","white","S",50,43,50,NA,"","CN","Lucky726","lucky726","80 % avis positifs (626 notes)",626,3.91693290734824,"5d3aa36072b0c915fe6b8fbd","https://www.wish.com/c/5eb2200b989caa081980b812","https://contestimg.wish.com/api/webimage/5eb2200b989caa081980b812-medium.jpg","5eb2200b989caa081980b812","summer","2020-08","null"
"1483","S-5XL Summer New Women's Fashion Cotton T-shirt Love Print Short Sleeve T-Shirt Women Casual Graphic Tess Tops 5 Colors",9,8,"EUR",1000,0,4.07,201,114,36,22,9,20,0,0,0,0,"Summer,Fashion,Love,Sleeve,graphic tee,tes,Tops,loveprinttshirt,short sleeves,Round neck,Women's Fashion,Shorts,teesamptshirt,women t shirt,Print,Women,women top,Casual,T Shirts,Cotton","black","M",50,55,50,NA,"","US","Lees Closet","leescloset","88 % avis positifs (5,819 notes)",5819,4.15191613679326,"583e34bb0299bc7904a92edf","https://www.wish.com/c/5d1b00a20d62613f9e7f76f3","https://contestimg.wish.com/api/webimage/5d1b00a20d62613f9e7f76f3-medium.jpg","5d1b00a20d62613f9e7f76f3","summer","2020-08","null"
"1484","Populor New Summer Freddie Mercury    Print  Woman Men's Black T-shirt Funny T-shirt Harajuku femaletshirt  Freddie Mercury  T-shirt Outdoor,",8,22,"EUR",100,1,4.6,10,8,1,0,1,0,0,0,0,0,"shortshirt,Summer,Outdoor,Cotton T Shirt,Funny,femaletshirt,summer t-shirts,freddiemercuryshirt,Harajuku,T Shirts,freddiemercury,girlsshirt,Print,black,Short Sleeve T-Shirt,#fashion #tshirt","white","XXS",50,24,50,NA,"","CN","Building Dream Yan","buildingdreamyan","84 % avis positifs (63 notes)",63,4.23809523809524,"5d55f05833f0b43dceb58a50","https://www.wish.com/c/5ea139e452f5470ac02279e2","https://contestimg.wish.com/api/webimage/5ea139e452f5470ac02279e2-medium.jpg","5ea139e452f5470ac02279e2","summer","2020-08","null"
"1485","European and American Fashion Summer Ladies Short-sleeved Cotton Dress",8,11,"EUR",10000,1,3.82,1715,742,397,274,124,178,0,0,0,0,"Summer,Fashion,night dress,Dress,short sleeves,Cotton Dress,Women's Fashion,european,Ladies,American,Large Size,Clothing,Pajamas,Cotton","white","M",50,37,50,NA,"","CN","yanxiahome","yanxiahome","(4,907 notes)",4907,4.24067658447116,"5b43232f86152a07d4ffc58c","https://www.wish.com/c/5cfbdd5f3818e474b87846b7","https://contestimg.wish.com/api/webimage/5cfbdd5f3818e474b87846b7-medium.jpg","5cfbdd5f3818e474b87846b7","summer","2020-08","null"
"1486","Summer casual Women T-shirts Ulzzang Streetwear kawaii cartoon dinosaur print Tshirt Korean Style Tops Harajuku short sleeve t shirt",5,41,"EUR",100,1,3.67,6,4,0,0,0,2,0,0,0,0,"Summer,korea,cute,korean style,short sleeves,Harajuku,Women's Fashion,Fashion,women t shirt,Casual T-Shirt,short sleeve shirt,Casual,Women,Kawaii,Funny,Shorts,Shirt,Sleeve,Tops,T Shirts,Cartoons,Dinosaur,Print,Korean,Printed T Shirts,coupletshirt","black","XS",1,43,50,NA,"","CN","makingsuper","makingsuper","85 % avis positifs (15,348 notes)",15348,4.01381287464165,"57fde031235aaa1926afe803","https://www.wish.com/c/5eb24d0fd8da132dfb97ee79","https://contestimg.wish.com/api/webimage/5eb24d0fd8da132dfb97ee79-medium.jpg","5eb24d0fd8da132dfb97ee79","summer","2020-08","null"
"1487","New Fashion Mens Summer Pants Slacks Shorts Sport Sweatpants Trousers Jogging Hose",5,8,"EUR",5000,1,3.51,747,270,138,157,64,118,0,0,0,0,"Summer,Shorts,Casual pants,pants,harem pants,Men's Fashion,Fashion,Men's pants,men's shorts,Sport,Striped,trousers","gray","XS",1,40,50,NA,"","CN","gimi06","gimi06","87 % avis positifs (5,019 notes)",5019,4.06953576409643,"56c55a76cce1893c1b8a1716","https://www.wish.com/c/5d7886997bf8ef73a437287a","https://contestimg.wish.com/api/webimage/5d7886997bf8ef73a437287a-medium.jpg","5d7886997bf8ef73a437287a","summer","2020-08","null"
"1488","Plus Size Women Fashion Feather Print Skew Neck Cold Shoulder T-shirt Blouse(only T-shirt)",14,51,"EUR",1000,0,3.73,445,186,99,63,46,51,0,0,0,0,"blouse,Summer,Plus Size,featherprint,topsamptshirt,Women's Fashion,Print,T Shirts,Fashion,coldshoulder,skewneck,feather,Women,Casual,Women Fashion,Necks","white","S",50,43,50,NA,"","CN","Women Clothes Factory","hangzhoulangweigarmentfactory","85 % avis positifs (4,622 notes)",4622,4.01406317611424,"5466e6343dabbe66ab062be8","https://www.wish.com/c/5d2fe4d55cdae96941f5a9bd","https://contestimg.wish.com/api/webimage/5d2fe4d55cdae96941f5a9bd-medium.jpg","5d2fe4d55cdae96941f5a9bd","summer","2020-08","null"
"1489","New Women Summer Fashion Solid Color Shorts Causal Loose Drawstring Short Pants Plus Size",14,14,"EUR",1,0,5,0,NA,NA,NA,NA,NA,0,0,0,0,"Summer,Plus Size,pants,summer shorts,summershortsforwomen,Short pants,womencasualshort,plussizeshortsforwomen,solidcolorshortpant,Women's Fashion,Shorts,Fashion,Women","green","XXS",5,27,50,NA,"","CN","gaomeigui","gaomeigui","84 % avis positifs (1,134 notes)",1134,3.95590828924162,"5add589edb5f1f32114d07df","https://www.wish.com/c/5eccb455d4eb5d46b00be0ed","https://contestimg.wish.com/api/webimage/5eccb455d4eb5d46b00be0ed-medium.jpg","5eccb455d4eb5d46b00be0ed","summer","2020-08","null"
"1490","Hollowing Out Halter Dress Women Summer V Neck Sleeveless Dress",2.8,3,"EUR",100,1,3.17,6,1,1,3,0,1,0,0,0,0,"Summer,Plus Size,halter dress,Necks,Halter,Dresses,Dress,Loose,V-neck,Women's Fashion,Sleeveless dress,off shoulder,summer dress,sleeveless,women dress,Women,Casual,Cotton","gray","XS",10,44,50,NA,"","CN","Asige-1122","asige1122","90 % avis positifs (4,595 notes)",4595,4.25810663764962,"57885a8c090d40723d2105e3","https://www.wish.com/c/5ed9df5dd6223e34697f9024","https://contestimg.wish.com/api/webimage/5ed9df5dd6223e34697f9024-medium.jpg","5ed9df5dd6223e34697f9024","summer","2020-08","null"
"1491","Plus Size S-5XL New Summer Women's Sleeveless Floral Print Ruffle Tops Ladies Fashion Casual Bandages Camisole Tunic Top Blouse",8,108,"EUR",10000,0,3.96,1559,786,304,223,109,137,0,0,0,0,"Summer,Plus Size,ruffle,tunic top,Spaghetti Strap,tank top,Cool T-Shirts,Women's Fashion,Fashion,V-neck,Floral,tunic,Casual,blouse,Floral print,Ladies Fashion,Tops,ruffle crop top,Print,sleeveless,Ladies,tops for women,sleeveless tops","white","S",50,41,50,NA,"","CN","cxuelin99126","cxuelin99126","90 % avis positifs (5,316 notes)",5316,4.22460496613995,"5b507899ab577736508a0782","https://www.wish.com/c/5bdea74e9eddea3597f1a67d","https://contestimg.wish.com/api/webimage/5bdea74e9eddea3597f1a67d-medium.jpg","5bdea74e9eddea3597f1a67d","summer","2020-08","null"
"1492","Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets",11,168,"EUR",10,0,3.33,3,0,2,0,1,0,0,0,0,0,"Summer,Shorts,Sleeve,cool,Men,outdoorsuit,short sleeves,Outfits,Round neck,jogging,Suits,Sport,Casual,Clothes","white","S",3,33,50,NA,"","CN","wanguanqiuxi","wanguanqiuxi","85 % avis positifs (47 notes)",47,3.91489361702128,"5e71bc2ff2bef60050bd3a86","https://www.wish.com/c/5e9dad8cbc19c300417e1733","https://contestimg.wish.com/api/webimage/5e9dad8cbc19c300417e1733-medium.jpg","5e9dad8cbc19c300417e1733","summer","2020-08","null"
"1493","Summer New Fashion V-neck Floral Printed Loose Dress Women's Sleeveless Elegant Maxi Dress",9,8,"EUR",5000,0,3.47,593,233,97,95,53,115,0,0,0,0,"Summer,Fashion,Floral,Dresses,Dress,Spaghetti Strap,Women's Fashion,Floral dress,Elegant,beach dress,Plus Size,dressesforwomen,Elegant Dress,V-neck,maxi dress,printed,sleeveless,Women","yellow","S",50,32,50,NA,"","CN","justlovemequella","justlovemequella","83% Positive Feedback (1,821 ratings)",1821,3.98132894014278,"58c4f51a77361650efb028df","https://www.wish.com/c/5e8d606bda3e443b5e67bc29","https://contestimg.wish.com/api/webimage/5e8d606bda3e443b5e67bc29-medium.jpg","5e8d606bda3e443b5e67bc29","summer","2020-08","null"
